hotel_id,place_id,display_name,formatted_address
ben084,ChIJAZKhPRAUrjsRNwTNPyz4jZE,Ramada Encore by Wyndham Bangalore Domlur,"282 to 285 Amarjyothi Domlur, H B C, S Layout, 1st Stage, Civil Area, Bengaluru, Karnataka 560071, India"
ben085,ChIJVVVVlcwXrjsRAz4e9UgRWC4,Raj Residency,"239/A1, Raj Residency, 11th Cross, Dr. Jeevaraj Alva Road and Mekhri Circle near Palace Grounds RMV Extension, Sadashiva Nagar, Malleshwaram, Bengaluru, Karnataka 560080, India"
ben086,ChIJC3joyH8WrjsRz8jAiMJGv3o,Iris - The Business Hotel,"70, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India"
ben087,ChIJIU8zqJwWrjsRNfm0LUKrcS8,THE Park Bangalore,"The Park, MG Road, 14/7, Bhaskaran Rd, Yellappa Garden, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India"
ben088,ChIJV7cMZQAfrjsR37Kioc0pLng,Spektrum Hotel Bengaluru Airport,"37, Down Town Park, Gate, Airport Road, near to Airport toll Kempegowda International, Sadahalli, Bengaluru, Karnataka 562110, India"
ben089,ChIJycIZwOcVrjsRD9ycSPHr4y0,Springs Hotel and Spa,"Off J.C. Road, before, Urvasi 19, Siddaiah Rd, opp. Lions eye hospital, Doddamavalli, Sudhama Nagar, Bengaluru, Karnataka 560027, India"
ben090,ChIJj1briCAVrjsR9UJ6cAToYqs,Octave Vels Grand,"125, NHK ROAD, Kalasipalya Main Rd, Kalasipalya, Bengaluru, Karnataka 560002, India"
ben091,ChIJFTPFYBMWrjsRD18dOGW-rXQ,Hilton Bangalore Embassy GolfLinks,"off Intermediate Ring Road, Embassy Golf Links Business Park, Challaghatta, Bengaluru, Karnataka 560071, India"
ben092,ChIJ52MJZNYVrjsRBB1d5rXd-7Q,Bloom Hotel - Koramangala,"68, 1st Main Rd, near Swadilo Restaurant, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India"
ben093,ChIJ5yNtL2A9rjsREbRsWWQEOOs,RG Royal Hotel,"19 near Iskcon Temple, Rajajinagar, 2G8W+5V5, 6th Cross Rd, Karnataka Layout, Ashokapuram, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru, Karnataka 560022, India"
ben094,ChIJNTMrRrUXrjsRYhAmVmpGcII,Zion - A Luxurious Hotel,"31, WH Hanumanthappa Rd, Gandhi Nagar, Bengaluru, Karnataka 560009, India"
ben095,ChIJZXj13RoWrjsRiLvWdPtd2Eg,Manpho Bell Hotel & Convention Center,"Railway Colony, Railway Station, 88, Gubbi Thotadappa Rd, next to Bangalore City, Kempegowda, Majestic, Bengaluru, Karnataka 560023, India"
ben096,ChIJTUkMBYQRrjsRIEmYCNC2jC4,The Liverpool Hotels,"SY NO 6, 1C, Marathalli-KR Puram, Outer Ring Rd, opp. Rainbow Children's Hospital, Brindavan Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India"
ben097,ChIJ-1g8D2MWrjsRxtHO5AUgmlU,Blue Bliss Hotels By PPH Living,"35, Lady Curzon Rd, Tasker Town, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India"
ben098,ChIJr2C6MhAWrjsRKZOzdBMCnbA,H L V GRAND INN,"2(10) , Anantha swamy mutt road, Near Kapali Theatre, Subedar Chatram Rd, near kappali theatre, Gandhi Nagar, Bengaluru, Karnataka 560009, India"
ben099,ChIJbwfGxd0ZrjsRFXLx_AFeL5w,The Leela Bhartiya City Bengaluru,"6/2, Thanisandra Main Rd, Devin Paradise Enclave, Kannuru, Thirumenahalli, Bengaluru, Karnataka 560064, India"
ben100,ChIJZVeSJEAXrjsRdttHbU6UWVw,"Holiday Inn Bengaluru Racecourse, an IHG Hotel","Ward No.94, 16/1, Seshadri Rd, Gandhi Nagar, Bengaluru, Karnataka 560009, India"
ben101,ChIJXxFTvvkXrjsRr0jNodkb3FA,SS CROWN INN,"#490, Old Taluk Cutchery Rd, Upparpete, Cottonpete, Bengaluru, Karnataka 560053, India"
ben102,ChIJ19Gew3g9rjsRNNRcuw2GMmg,Sheraton Grand Bangalore Hotel at Brigade Gateway,"26/1 Dr. Rajkumar Road, Malleswaram, Rajajinagar, Bengaluru, Karnataka 560055, India"
ben103,ChIJk8SPAxEWrjsRizi9Ih5RDq8,Hotel Maurya,"22/4, Race Course Rd, Racecourse, Gandhi Nagar, Bengaluru, Karnataka 560009, India"
ben104,ChIJ_WE0YckXrjsRY84w8qun_J0,Ibis Bengaluru Hebbal,"Opposite, Manyata Tech Park Rd, Vyalikaval HBCS Layout, Nagavara, Bengaluru, Karnataka 560045, India"
ben105,ChIJyaoBvhwTrjsR88SkPJLJCrs,BangaloreTimes,"574, AECS Main Rd opp icici bank, AECS Layout, C block, AECS Layout - A Block, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India"
ben106,ChIJfU0_CNEVrjsRHuJ2vtmuqV0,The Lounge Hotel,"21, 2nd Cross Rd, Kalasipalya, Bengaluru, Karnataka 560002, India"
ben107,ChIJN5wcG5A9rjsRY5ZHNmzVcRA,iStayHotels Rajajinagar Bengaluru,"1, 5th Main Road, Chord Rd, next to Nandhana Restaurant, Shivanagar, Rajajinagar, Bengaluru, Karnataka 560010, India"
ben108,ChIJkyj4EQYUrjsRAhtj92gFdHg,Sterling's Mac Hotel Bengaluru,"134, old, HAL Old Airport Rd, opposite to Leela Palace Road, Kodihalli, Bengaluru, Karnataka 560017, India"
ben109,ChIJM2KXhCUXrjsRZjPn24FV4ho,Hyatt Centric Hebbal Bengaluru,"43/4, Bellary Rd, Sanjeevini Nagar, Bengaluru, Karnataka 560092, India"
ben110,ChIJ6y7DQZsWrjsRHRqmic9avtc,Conrad Bengaluru,"25/3, Kensington Rd, Halasuru, Someshwarpura, Bengaluru, Karnataka 560008, India"
ben111,ChIJyyFOrhQWrjsROz0aOwul40M,"Taj West End, Bengaluru","41, Race Course Rd, near Indian Foundation, High Grounds, Bengaluru, Karnataka 560001, India"
ben112,ChIJJVWhx5YVrjsRxQGmJ38nDkc,La Marvella - Bengaluru,"La Marvella, 1, South End Circle, 14th Cross Rd, next to Infosys Science Foundation, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011, India"
ben113,ChIJx-nRqXATrjsRo_5-G9b6pjA,DoubleTree Suites by Hilton Bengaluru Outer Ring Road,"Iblur Gate Dr. Puneeth Rajkumar Road, Sarjapur Main Rd, Amblipura, PWD Quarters, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India"
ben114,ChIJbToyeGs9rjsRIBBW4vqQyVI,"Taj Yeshwantpur, Bengaluru","2275, Tumkur Rd, Yeshwanthpur Industrial Area, Phase 1, Yeswanthpur, Bengaluru, Karnataka 560022, India"
ben115,ChIJF4RHgu8RrjsR__VnTr6AYrE,The Den Bengaluru,"ITPL Main Rd, KIADB Export Promotion Industrial Area, Whitefield, Bengaluru, Karnataka 560066, India"
