hotel_id,hotel_name
2165,Hotel BNB Palace
1741,Swagath
4111,Solitaire Hotel and Restaurant
4365,Jyoti Mahal A Royal Heritage Hotel
3516,Hotel The Oak Plaza New Delhi
811,Grace Home
619,Hotel Golden Tulip Essential
1746,Hotel Siddharth
1130,ITC Welcomhotel
2790,The Neem
965,Maddonna
3329,Caspia Hotel - New Delhi
4017,Kailash Hotal
1420,MILAN INN GUEST HOUSE
1181,HOTEL DEV PALACE
3525,GOVINDAM HOTEL
2749,fabhotel fortune city
4593,sahu palace
3393,Mona Grand Hotel and Banquet
1813,Mona International Hotel and Banquet
357,Hotel Solo Victoria
4548,Amar
1428,Namoh
2087,Hotel Bright
3682,Best Western
4203,Moydom
832,Hotel Portview
1210,East Inn
1372,OYO Hotel Royal Residency
252,Emporio Hotel (formerly Excellency)
1727,Hotel Grand Inn
3556,Oyo Town House
2577,Krishna Regency Hotel & PG
681,Deventure Hotel
4003,Verandah Moonshine
2187,The Ashok Hotel
1116,Arpit Palace
3345,Minimalist Poshtel & Suites
1175,Hotel R.S. Villa
2029,Swaran Palace
333,Citi Continental
4334,Hotel Lucky INN
752,Hotel Magic Tree
721,Hotel Kashish Plaza
1905,Golden DX
4134,Goddess Acccmonodation
1056,Star Palace
3151,Nand Kartar Orchid Suites
3167,Grand President
4565,Woodpacker Apartament
1503,Woodpecker
4063,Shraddha Residency
3440,Royal Comfort
734,Home@F37
1393,Five Star Guest House
4599,Rang Mahal Hotel
2810,Hotel Oasis
590,Wall Street
1076,Royal Afghan
446,Orania BnB
1897,Treebo TMS Residency
4535,Air Force Station Rajokri
1124,mahesh inn near new delhi railway station
3957,Olive hotel
453,Green Lotus La Wisteria Inn
2320,Sai International
3780,Home Stay Dwarka
4423,Hotel kabli
1513,Dharamshala Rai Sahab Lala Lakshmi Narayan
2546,Bloomrooms Hotel
15,Novotel New Delhi City Centre
2908,Hilton Garden Inn New Delhi Saket
3308,Baljeet Lodge
1590,Hotel Corporate Point
566,Vaishali Inn
4131,Mosaic
2838,Centaur Hotel
361,Crowne Plaza
1254,Taj Palace Hotel
3106,Fortune Hotel
4317,Le Meridien Gurgaon
882,The Bristol Hotel
1502,WelcomHotel Dwarka
1205,Radisson BLU Dwarka
2223,The Taj Mahal Hotel
4018,Avaron court yard
2649,The Grand New Delhi
2729,DeeMarks
4176,Mapple Emerald Hotel
569,Country Inn and Suites
3103,Eros Hotel
3541,Radisson Blu
3003,The Leela Palace Kempinski
2824,Le Meridien Hotel
4525,ITC Maurya
4157,The Metropolitan Hotel
2876,Rail Yatri Niwas
3011,Novotel - Pullman
491,Pride Plaza
1449,ibis New Delhi Aerocity
863,The Park
2171,Ahuja Residency
1407,Hotel Alaska
1000,Hotel Venus International
3838,Vivanta by TAJ
4156,Airport Hotel
4603,DLF City Club Hotel
3214,Valentine Motel & Resorts
2670,OYO Flagship Shri Ram Residency
507,Ikhaya
394,Mantra Amaltas
2592,Park Inn by Radisson
1539,Radisson BLU Kaushambi Dehli NCR
1504,Hotel GTC
1506,Vivanta by Taj - Surajkund
3544,Private Affair
3180,FabHotel Cabana
2797,juST aPanchsheel Park Hotel
4168,Vibe by The LaLiT Traveller
1882,The Visaya
2481,Fortune Park East Delhi
4289,Ginger Hotel - East Delhi
4520,Le Méridien
3113,Shangri-La Hotel
1660,Hari Piorko
3124,DLF City Club
434,Rams inn
3453,Holiday Inn New Delhi Int'l Airport
4138,"The Oberoi, New Delhi"
1731,Hyatt Place Gurgaon Udyog Vihar
3204,Le Seasons
2025,Amby Inn
2916,Satvik by Chhabra Farm
3893,Park Inn
2607,Hyatt Regency
2726,Rousha Inn
4379,South INN Green Park
2441,Hotel Red Saffron
3886,Four Points by Sheraton
2808,Crowne Plaza Rohini
3586,The Connaught
2590,Sarovar Portico
3081,Premier Inn Hotel
1877,The Roseate Hotel New Delhi
157,Hyatt Centric
2567,Sheraton
4104,Hotel Diplomat
1398,The Claridges
3661,Aloft New Delhi Aerocity
644,ANdaZ Delhi - a concept by Hyatt
4338,Roseate House
1514,JW Marriott Hotel New Delhi Aerocity
3940,"Red Fox Hotel, Delhi Airport"
4519,Haveli Dharampura
3800,Imperial Palace
2826,Sharada
2294,Cecil
3746,Sunbeam Geeta
3667,Vivako
331,Jollyland
3899,Ghatla
2777,Jewel of Chembur
4424,Maruthi Mahal
3821,Anita Mahal
228,Regency
3748,Classic
3250,Atlantic
4193,Ajanta
2501,Royal Garden
2139,Ambassador
4510,Leela Kempinski
528,Kumaria Presidency
2348,Samraj
1316,Sun n Sheel
3417,Tirupati
756,Highway Inn
519,Tunga International
2940,Babul
3263,Dolphin View
33,Manisha Cottage
2628,Blue Ballerina
745,Jay Prakash
1095,The Resort
2100,Anil Thakur Guest House
1282,Rohan
1594,Supreme Heritage
784,seaview
2660,Citizen Hotel
230,Great Punjab Hotel
858,Hotel Adarsh Palace
2964,Diamond
409,Hotel Mogul Palace
171,Hotel Shantidoot
541,Carlton Hotel
1843,Ratna Mahal
2230,Yogi excutive
1979,City Palace
4333,Residency
1408,Sai Leela Hotel
4103,Pratistha
3834,Kamat Plaza
3972,Airlines International
3165,Apsara International
1269,Galaxy
565,Prince Palace
3072,Welco
3769,Sea Green Hotel
2708,Abbot Hotel
3918,InterContinental Hotel
2579,Guest House
2906,Basant
3794,Bhatia Island
2800,Ruskon
4149,Vyas Wadi
1118,Benazeer
326,Mid Town
1052,Hilltop
2877,Malhar
2836,Gokulanand Hotel
4378,Anand Bhavan
3978,Royal Inn
621,Hotel Capitol
2484,Hotel Lerida
329,Residence Inn Powai
4079,The Westin Mumbai Garden City
898,Al Haram
3067,Al Mazin
1468,Shangrila
4306,Ramada Powai Hotel & Convention Center
1418,United 21
4447,Dragonfly
4072,Fortune Park Lakecity
1520,YMCA International House
2105,Hotel Grand Inn
1770,Janata Hotel
4403,new delhi
2089,Sun Star Residency
1158,Hotel Manama
810,hotel Shamlat
979,Al-Moazin
1534,Hotel Kamaran residency
2330,Hotel Moti
2459,Holiday Inn International Hotel
2169,Shubalaxmi
1129,triveni bar
4047,maharana hotel
1414,Waterstones Hotel
1375,Svenska Design Hotel
175,Hotel Kumkum
3610,Hotel Sapna
1879,Hotel Galaxy View (Oyo Rooms)
1162,The UniContinental
1774,Windsor
218,Hotel Briteway
3362,Delhi Darbar
3195,Treebo Trend Rosewood
691,Treebo Sea Side
4504,Empire Hotel
1878,The Leela
4094,Kumkum
1107,Grand Residency Hotel
1379,JW Marriott Mumbai Sahar
4292,Ramee Guestline Hotel
1197,"Hindi, Gujarati, English"
1633,Nirvana Residences
4526,Garden Hotel
2037,Chateau Windsor
577,Hotel Shiva Heritage हॉटेल शिवा हेरीटेज
3606,Kempinski Leela
4113,Lalit Mumbai
889,Jalvihar Guest House
2697,Hotel Alpha International
4383,Hotel Blue Pearl Residency
2308,Aristo Hospitality Apartment Santacruz
818,Red House Hostel
2820,Rodas - An Ecotel Hotel
209,Hotel Linkway
294,Abode Bombay
1120,Hotel Sunny
1259,Elphinstone Hotel
991,Park Inn
3684,Hotel Astro
1182,Hotel Yashodha Residency
354,De Classico Hotel
1439,Deluxe Comfort
2623,Rigga Inn
2219,Hotel Signature Inn
3403,Art Hotel
3253,Central Government Touring Officers Guest House
1262,Landmark Residency
2280,Blue Bells Residency-Mumbai Airport
4397,Hotel Sunshine Lodging
2563,Al Fatah
2209,Hotel Indigo
53,Sheetal Grill
3888,Hotel Regal International
1973,Hotel Dwarka
4153,Mirages
3469,Hotel home town
4611,Amigo Hotel
1034,Hotel Heraa
2910,Alfa Executive
1759,Hotel Shivraj Dhaba Karad Belapur
3656,Hotel Make My Day
4037,Hotel Grande 51
2624,Sapphire Boutique Hotel
31,K Star Hotel
3877,Mumbai Metro-The Excecutive
3351,The Byke Delotel
2173,Prakash Inn
437,T24 Retro
913,Ship Hotel
3716,Hotel Metro Palace
4183,"Ginger Mumbai, Andheri East"
2868,ibis Mumbai Vikhroli
1963,Naaz Executive Hotel
3240,Meluha
904,Hotel Volga
3801,Bentleys Hotel
2178,Hotel Kalpana Elite
2773,Sagar Restaurant
184,Hotel Broadway Colaba
1223,Townhouse Oak Times Square Le Western
1421,Juhu Bliss Inn
322,Hotel Elite 59
3454,Ginger Andheri MIDC
4229,JW Marriott
4321,Taj Mahal Palace
2319,Regency Hotel
4115,Hotel Shalimar
1147,Hotel Sea Princess
1618,Taj President
45,Hotel Marine Plaza
2992,Hotel Prosser's
1718,Hotel Harbour View
2255,Sea Palace Hotel
2604,Hotel Oliver
2185,Hotel Godwin
802,Hotel Ascot
3409,Gordon House Hotel
2293,Hotel Suba Palace
1211,Apollo Hotel
2835,Sahara Star
257,ITC Grand Maratha
1394,Hilton Mumbai International Airport
1322,West End Hotel
1152,ITC Grand Central
4086,Grand Hotel
648,Taj Wellington Mews
2917,"InterContinental Marine Drive, Mumbai"
2814,YMCA-Young Men Christian Association
2454,Taj Lands End
4410,Grand Sarowar Premiere
1551,Hotel City Point
2378,Imperial Grand Palace
3998,Sarovar Portico
3983,Hotel Astoria
4493,Domino's
2701,Bawa International
264,Ibis
1892,Hotel Transit
1187,The Retreat
57,The Westin Mumbai Powai Lake
696,Sukh Hotel
4518,Hotel Bawa Continental
4416,Hotel Juhu Plaza
4586,Sun-n-Sand
1591,al-farook hotel
1962,Hotel Bahri Residency
683,dosti hotel
3771,Vihang's Inn
1552,"Lakeside Chalet, Mumbai - Marriott Executive Apartments"
3018,Silvedor Boutique Hotel
2953,Hotel Oriental Aster
287,The Sahil Hotel
2365,Hyatt Centric
4279,FabHotel RK International
1345,Hotel Supreme
3715,Hotel Kishan Aga Beg's
2154,Country Inn Hotel & Suites
3790,Kohinoor Building
737,The Regenza by Tunga
1352,Hotel Jewel Palace
3890,Kohinoor Continental
2084,Hotel Bawa Suites
2399,Bloom Boutique
4067,Hotel T-Junction
1072,Ramee Guestline Hotel Khar
1966,Hyatt Regency
4503,Juhu Residency Boutique Hotel
1967,Four Seasons Hotel
3797,Sofitel
1834,Trident Hotel
3754,Hotel Lucky
4240,Grand Hyatt Mumbai
499,Taj Santacruz Mumbai
3948,The St. Regis Mumbai
1481,The Oberoi
3755,"Trident, Nariman-Point"
2806,Ramada Plaza Palm Grove
2184,Satkar Residency
2999,Four Points by Sheraton Navi Mumbai
1744,Tunga
4445,"Courtyard, Dy patil"
1023,Janata Tawa Grill
1955,The Emerald Hotel And Serviced Apartments
4527,The Taj
2321,Juhu Hotel
1685,Hotel Beach Garden
666,Radisson Blu Mumbai International Airport
3674,Lemon Tree Premier Mumbai International Airport
3897,Hotel Amber Paramount
1018,"Aurika By Lemon Tree Hotels, Mumbai"
4275,Hotel Beach Crown
2097,Hotel Rangsharda
1208,Novotel
1555,Hotel Avon Ruby
4476,Hotel Happy Home
3965,Ashok
246,Centrepoint Guesthouse
1164,Boudir Bhater
267,"NIPS Serviced Apartment / Guest House EC-98, Salt Lake"
2068,Hotel Kempton
1115,Arya International
64,Trimoorti
4276,Swissotel Kolkata
2529,Hotel Shivangan
2389,ICAR-CAU Guest House
2595,Indismart Hotel
2927,JW Marriott
2433,Balurghat Bhawan
4439,Hotel Monotel
1663,Novotel
1706,The Pride
1238,Fairlawn Hotel
104,Lytton Hotel
3623,Sapphire Suites
2367,Hotel Swagath
509,Gita Bhavan
2981,Hotel Narayani Enclave
4569,Modern Lodge
2878,Hotel Galaxy
866,Park Plaza Kolkata Ballygunge
2124,The Lalit Great Eastern Kolkata
909,Hotel Best Inn
1676,The Kei Suites
836,Gateway continental restaurant
359,Timestar
3734,Hotel Housez 43
300,Gooptu Court
1004,Bhammar's Inn
1845,Floatel
942,Baptist Missionary Society
3424,Maria
762,Georgian Inn
3347,Capital Hotel
1616,Hotel Pushpak International
1617,Astoria Hotel
1757,Heaven Hotel
2451,Aura Hotel
3251,Sunrise Inn
4025,Hotel Executive Tower
1925,Sunflower Guest House
1189,Mannat International Hotel
2575,Airbnb (Ground Floor 8/10C Cornfield Road)
2302,Kolkata Homestay and B&B
3327,Little Green Apartment Ballygunge
2956,Bengal Guest House
109,Paramount Hotel
3007,Bodhi tree
2849,monovilla hotrl
59,Hotel Neelam
77,Holiday Inn Kolkata Airport
4245,Aloha guesthouse
369,Taj Ladge
3641,The Corporate
786,The Senator
1644,Hotel Angina
4417,Hotel VIP International
3359,Royal house
2208,Little Green Stay Hotel
3040,Tojo's home
1589,Backpacker's Park
122,Hotel Emirates
1433,OYO Novus Guest House
3973,Park Victoria Guest House
3130,Hotel Great Western
911,Park Street Hotel
125,Empire Guest House
1511,Continental Guest House
1258,New Super Guest House
4278,Bhagirathi Guest House
2995,Hotel Green Star
1179,Hotel Capella
2985,Hotel Gulshan International
3706,Viceroy Hotel
443,GALLERY INN
1974,Radhe Krishna Banquets
1893,Radhe Krishna banquet
3310,OYO 550 Salt Lake AB Block
1362,AA-27 Marriage Guest House
1228,Bengal loudge
4448,Central Government Touring Officers Guest House
325,Hotel Airways
2655,AM AS VP abason
3921,Sun India Guest House
2172,Taj City Centre New Town
4263,BEEU Guest House
4189,Riyadh Guest House
1007,the westin
3026,Fairfield by Marriott Kolkata
1226,Shaw Guest House
3605,Subaica Guest House
3814,Hotel O2 VIP
1217,CSIR–CGCRI Guest House
3416,Sona
421,Hotel Gallery 67
2941,Red Arrow Residency
7,Bishwanath Dhaam
933,The Samilton Hotel
440,Taj Bengal
1314,ITC Sonar Bangla
1815,Raajkutir Kolkata
2823,Hyatt Regency
3941,Hotel Hindustan International
4296,Jalpaiguri Bhawan
2500,Taj Vivanta
3816,Shila International
2128,Hotel Radisson
2570,Park Guest House
1558,Tulip Inn Kolkata - Park Street
3760,Hotel Maria
2975,Golden Apple
2289,Imperial Lodge
195,Dover Inn By BookMeriHotel
1212,ITC Royal Bengal
3608,The Peerless Inn
2498,JW Marriot Kolkata
4052,The Park
3524,CE Zone Mess
1435,Hotel Ganapati Deluxe
1131,Central Bed & Breakfast
3614,Hotelier & Associates
3613,The Oberoi Grand
1303,Chola Sheraton
3743,Samco
223,Eldams Lodge
4056,Green Park - Chennai
1492,Le Royal Meridian
574,Residency Towers
1237,Accord Metropolitan
3050,Courtyard Marriott
3319,Hotel Mount Palace
1335,Trident Hilton
2145,Radisson Blu Hotel
419,Hotel Clarion
4254,Palmgrove
1105,Barathi Hostel
258,Hotel Maris
296,New Woodlands
2064,Hotel Savera
1781,Sangeetha Residency
1903,Hotel Aruna Inn
3931,Sridevi Park
1671,Orient Inn
2689,Deccan Plaza
4022,Broadlands Lodge
1719,Park Sheraton Residency
713,Raintree
4308,Hotel Checkers
3984,Rani Meyyamai Hostel
4049,ITDC Hotel Kanchi
3387,Lemon Tree Hotel
1290,GLM Meridian
450,Hotel Picnic
3514,Esthell Continental Hotel
2231,GRT Business Hotel
959,Hotel ashoka
1581,Three Seasons
655,Paradise Guest House
3304,Le Waterina
3621,Best Guest House
2058,Ponni Grand Inn
2375,Nammalwar Guest House
1742,Bell Central
412,Nalas Aappakadai
2711,Ginger Hotel
2079,HIVE HOTEL
3602,The Hive
1938,Westin
3810,Shakti Guest House
1836,The Raintree Hotel
4513,Ammu Palace
3365,APOLO GUEST HOUSE
431,Friend's Park Hotel
2521,Vistana
1367,grand sweet and snacks (Amritham Restaurant)
3443,Madhavaram Avin Milk parlor
2460,friends hotel
1177,Hotel Aarun
4411,Amma Unavagam
2716,Lakshmi Nest
1579,Aaqil guest house
103,Robin rest house
1483,Meridian guest house
4220,Thaj guest house
1264,Suprabatham - Sweets and Veg. Restaurant
4212,Hotel City Gate
1785,Hotel Mines
1752,Lemon Tree Hotel Shimona
2639,Emirates Residency
3752,Suba hotel
2841,The Spring Hotel
3558,VIGNESH
2562,Kavi Home
3719,Arul home
3795,Bai kadai
3549,Muniyandi Vilase Hotel
1357,Hotel Imperial Plaza
4413,Hotel Victoria
2315,Hotel Pandian
397,Hotel Masa
1065,The King’s Hotel
3660,Holiday Inn Express Chennai OMR Thoraipakkam
819,Vijay Park
2417,Hotel Shelter Inn
4536,Hotel Varsha
817,Jai Ganesha Bhavan
2556,The Belstead
3829,Grand Oliver
382,Les Crossants
3280,Celebrity Inn
3643,Park Elanza
3015,Oyo Neha
2003,Oyo SilverKey
4594,Royal Residency
2866,Samuthaya Koodam
865,G R Guest House
2603,The Residency
4051,Buhari hotel
555,Central Government Touring Officers Guest House
1160,Hotel Chennai Deluxe
1214,The Park Avenue Hotel
2664,Ganpathy Bhavan
3849,Hotel Dhans
2006,Greens Suite
3967,SPOT ON OYO RKH Inn
1729,White Park
653,Hotel M Grand
749,Hotel ganga
1456,Goutham Manor
3679,Grace Residency Airport
1910,The Madras Grand
1546,Mango Hill
867,Shanthi Anandan Nilayam
753,Hilton Chennai
3930,Taj Coromandel
2440,Park Hyatt Chennai
2673,Taj Connemara
3505,Hotel Ambassador Pallava
4491,Hotel Ranjith
1491,Treebo J's Five Two Boutique
1778,Sri Vari
730,ML Residency
2356,GRT Grand Days
2155,Crossway Parklane Airport
4225,Turyaa
4343,Devils Den
3004,Hotel Park Plaza Chennai OMR
1111,Hotel Blue Star
4146,Keys Kattima
3618,Oriental Inn
347,OYO 2527 Lake View Park
1747,Sundar ganga Nivas
3439,Benzz Park
1516,The K11 Golden Gate
4330,Olive Grand
579,Murugan idly kadai
76,E Hotel
1430,Hotel Mars
3634,Taj Wellington Mews
4109,Bagyam Inn
3002,Hotel Chennai Palace
4587,Hotel Excellent
3670,Hotel Indian Palace
179,Hotel Ashiqa Palace
4142,Novotel
1658,Somerset Greenways Chennai
4384,The Leela Palace Chennai
3300,Merdeka Lodge
605,Hotel Lion CIty
2239,Almas Inn
26,Apple Palace
659,JSN Palace
2857,City Palace
3463,Alreef Residency
174,Hotel Park Plaza
4024,i5 Palace
332,"The Raintree, St Mary's Road"
3796,Orange Palace
1455,Rahmat Mansion
343,Adelaide Palace
2755,Sornam International Hotel
2650,Ramada Plaza by Wyndham Chennai
1089,Radisson Blu Chennai City Centre
480,Taj Club House Chennai
728,Kuber Inn
3249,The Park Chennai
977,Ibis Chennai City Centre
2158,Holiday Inn Chennai OMR
4380,The Lotus Hotel Sameera
1469,Hablis Business Hotel
1225,Hyatt Regency Chennai
3210,Metro Palace
1300,Green Palace
2576,Deluxe Inn
4265,GP Mansion
661,Central Lodge Deluxe
2092,Modern Central Lodge
2565,Saravana Inn
2469,Jaishankar Lodge
2630,Kerala Lodge
2414,Great Hotel
4381,Hotel City Tower
4044,Hotel Santhi Bhavan
3942,Hotel Sapthagiri
3132,City Home
2112,Hotel Sakthi
3373,Hotel Rolex
1279,The National Lodge
4303,S.S.P. Guest House
3371,Itta Lodge
2657,Hotel GMT Centre
68,Sneha Guest House
1698,Jayanthi Mansion
222,Le Parrys Hotel
3698,Gangothri Residency
3873,Ringview Residency
4541,Canara Bank Holiday Home
3051,Hotel Hindustan
89,Hotel Anand Regency
2277,Sri Krishna Lodge
2476,The Capitol
2448,Legislatures' Home
3738,The Infantry Hotel
3783,Hotel Maurya
3053,Hotel Swathi
3248,Nalapad's Hotel Bangalore International
4021,Sudha Lodge
4223,Radha Krishna Delux Lodge
3802,Hotel Mahaveer
4497,Hotel Ganga Sagar
1144,MGM Mark
398,CYCD
3194,Stamford Residency
2816,Maple's
2506,Hotel Verdisso Suites
3857,Hotel Ramada
2526,Fortune Park JP Celestial Hotel
1399,Terminus
2921,Blue Petal Business Hotel
1097,HMT Guest House
3468,BEL Guest House
1351,Century
2252,4 Seasons Suites
980,Casa De Bengaluru
284,Royal Comforts
1299,Woodstock
4069,Shilton Royale
899,CHef Inn Residency
3432,Pai Vijay
4048,Libra
3991,Hotel Mayflower
614,Akshara Regency
3820,Lords Plaza
2544,Golden Residency
2217,Hotel Kanthi Comforts
424,Royal Habitat
4059,Hotel Geo
2535,Prakash Cafe & Lodge
3316,Hotel Madhuvan
1566,Villa Lavelle
3692,Ramakrishna Lodge
3286,The Lark
840,Confident Propos
501,Emilion HHI Select
1989,Hotel Tourist
3548,Hotel City Centaur International
550,Sri Thirumala Lodge
558,Shree Lodge
888,Hotel Samrat Residency
3009,JP Cordial
1627,Rajaprakash
3174,Ksheera Sagar
2519,Hotel Kapila
219,Login Serviced Apartments
2618,The Royal Comfort
1722,Rekha Residency
1139,Shivas
210,Hotel Blue Diamond
4358,Suvali
2212,Cafe Coffee Day
2229,Mallika Residency
551,Kashyap Lodge
1425,Hotel Vintage Residency
4325,Hotel Grand Bee
3428,Hotel Safina
949,Rajath Lodge
1653,Sajjan Lodge
1922,Grand Mercure
1730,The Basil
533,Royal Shades
4141,Sandhya Lodge
2794,Hotel Grand Inn
3322,Hotel Check Inn
3271,Ekaa
1603,Hotel Raj Elegance
2990,The Royal Senate
640,Planet Earth
4478,The Monarch Luxor Hotel
968,Coral Tree by Goldfinch
1,Air Force Officers' Mess
3727,Chevron Orchards Hotel
4544,Signature Inn
3025,Srinidhi Residency
2046,Chalet Citadel
3236,Status
248,Shalimar
4023,The Himalayan Inn
3665,Regenta Inn
1868,Swathi hotel
3127,Aahar Bhavan - Veg Hotel
3401,Elegant Guest House
4256,Magic Inn
2195,Golden Pearl
1993,The Grand Adigas Residency
2662,Mango Hotels
2269,City Centre Residency
2641,Sahana hotel
2601,Nandhana Hometel
273,Bloom Hotel
4623,Sri Lakshmi Comforts
2118,Courtyard
3028,Fairfield
279,Bhagini Deluxe Lodge
953,Upar Hotels
2900,Bhagini Residency
2070,Iris Business Hotel
3712,Bloomrooms
3882,Babasa House Vijaynagar
1808,Md Guest House
3405,En Amma
3551,Banad place
1699,PES South Indian Mess
4368,Tulips resort
2548,A.K.M Plaza
2180,Ajji's House
2918,Stylotel
156,Pratik Comforts
2472,Shri Rama Hotel
986,Home
1801,Sri Sai Bala Ji PG
1860,Mill Pond
1916,"#224, 1st main, 9th Cross, Aanam Enclave, Ashwathnagar"
982,Barbecue Nation
2930,Vardhaman Paradise
1975,Sree Guru Cool Joint
4290,A1 Ambur Biryani
4606,Sri Manjunatha Fast Food Hotel
943,Sri Kampli Someshwara Tiffin Center
2537,Apartment
3035,Sri Laxmi PG
1401,Bavitha
1596,Dass Suites
211,Synergy Suites
3299,Gardenia Suites Golf Links
1458,Shri Balaji Andra Style Mess
1510,Vinayaka Hotel
1396,Hotel Enzo International
265,Hotel IRA Residency
3320,Shri Nidhi Sagar
1500,Hotel Little Imperial
701,Aurick Boutique
4361,Nirvana
645,TAP Paradise Hotel
4577,Rosewood International Hotel
1406,Sankethi's
1927,Sambrahma
930,Hotel Tap Comfort
1942,UG Regal - Budget Hotel
2421,Mass Residency
3166,Hotel Vande Matharam
2332,Sheetal Residency
4508,Sri Ganesha Lodge
247,Syed Manzil
3086,Hotel Empark
4507,Canara Coffee
4255,Suntruppati
924,Anand Sagar
3340,Treebo sellect Jagdish Jayanagar
1186,Fab Hotel Legacy Brigade Road
269,DXmax apartment
670,Mayur Comfor Lodge
4433,Royal Regency Lodge
2370,Pushpamala lodge
3833,Royal Lodge
2571,Manjusri Paradise Lodge
3407,Anjappar Chettinad Restuarant Koramangala
3197,Hyatt
2581,Arjun Apartment
2972,Hotel Dreams inn
649,Dreams inn
544,AMM Residency
2645,Hotel Imperial
4125,Royal guest house
3179,Limra
260,Blue bells
1768,Supreme
2233,Golden Amulya
2568,Rajmahal Boarding and Lodge
928,The Rialto Hotel
613,Roxel inn
1544,The Chancery Hotel
1024,Hotel Adarsha Palace
2789,Minla Hotel
1153,Ujval
220,Jayamahal Palace
4137,Woodland
486,Ocea International
3037,Country Inn & Suites by Carlson
1650,Comfy
2268,House Nobert
259,Hotel Vellara
4013,Hotel Kaveri
387,Grand Suites
848,Aravind Home
3380,Athidi
3898,Benhur Pride
4120,Fortune City
1478,Seasons
3775,Akshaya
3559,Clara Prime Inn
554,Treebo Hoppers stop
1234,Comfort Inn & Suites
1128,Rio Restaurant
2322,Vajra Heritage
3742,Melody Inn
3353,Hotel Mahalakshmi
4152,MySpace Express Balaji Residency
1096,Sri Devi Lodge
1621,Aryan Residency
4336,Treebo Hotel Worldtree Bellandur
2250,Lalithamahal
1321,Chaitanya PG for gents
4617,Fab Hotel
508,Madhu Lodge
8,Danveer Sheth kapurchand rajmalji Jain shwetamber dharmshala
1610,Celestial Heights
4019,Hotel Bangalore Gate
2684,Monarch Hotel
2822,OYO 13120 Ambrosia
3012,Holiday Inn Express
709,Radisson City Center
1451,Utse Suites
1904,Sree Ganesha Juice And Ice Cream
379,JK Tyre & Industries Limited - Transit House
3669,New Brindavan Hotel
2234,The Jamun
679,Naidu Palace
774,Sion PG
2094,Kalpavriksha Upahar
1012,Bhagini Pavilion
4074,Galaxy Suites
2224,Four Seasons Hotel
2136,H K Residency
3616,Navya Residency
3520,The Grand Coral
66,Mathrushree Residency
3985,Olivia Inn & Suites
4035,Kengiri
3889,The Chevron
4199,Woke
2407,SUPREME HOTEL
680,Ayra Hotel
2560,Vijayalakshmi Residency
2099,Halcyon Hotel Residences
782,HLV Grand Inn
3840,Oxford Inn
628,Casa Cottage
1750,Hotel Citadel
2218,OYO Townhouse 264
4280,Laika Boutique Stay
3168,Golden Lotus
3115,Octave Hotel
4464,Hotel Sree Nandanam Residency
2821,Udupi upahar
884,Srinidhi Hotel
1092,Hotel Ashoka
383,Central Government Touring Officers Guest House
2534,Astra Hotels and Suits
3745,Regenta Inn Grand
277,Hotel Madhu
3190,Royal Comforts PG
32,The Liverpool Hotels
3996,Kamat’s Hotel Mayura
2347,Easy Stay
3784,Ibis
1728,Le Foliage
611,Palmtree
3723,Shilton
571,Sri Udupi Parkk
2610,Pranam Comforts
344,DBrooks Elite Business Hotel
2585,Air Avenue
2813,Sports Icon Suites
1703,Super Hotel O
2705,Nestaway
3999,Nahar Heritage Hotel
4190,Treebo Hotel Edge
3264,Hotel Grand Seasons
1875,Living Hub
1090,Udupi Krishna Grand
2944,Pearl suites
1136,Melange Astris
2765,Narayana Comforts
1538,Shreyas Residency
2303,Hotel Runway Suites
4484,FabHotels
842,Attide biz
1601,Astra Hotels
3296,Treebo Akshaya Bull Temple
4434,Purple Inn
1518,Janardhan
966,Olive Jayanagar
4070,Anarghya PG for Ladies
529,FabExpress Oriental Suites
177,Poornima Regency
1622,Perfect Ladies PG
423,Temple Tree Hotel
3107,Floral Park Business Hotel
2306,Hotel Sarbhawal Residency
4182,Dreamz Lodge
2678,Hotel Raja Galaxy
1378,Vovo premier hotel
573,La Sera Grand
3054,SRS Suites
2728,Patna Wale
3019,Olive Richmond Circle
289,LIC VIP Guest House
2390,Tiba Hotel
2147,Brunton Heights
3464,Fountain Tree
3910,Brindavana Lodge
2349,Greenpark Bengaluru
3759,Sri Venkateshwara PG
2241,Adarsh Hamilton
3860,Hotel Fortuner Palace
3695,Sandhya Residency
3117,Hotel Nest Rooms
2228,Hotel Adora
4393,Embassy Hotel
384,Hotel Pawansree
4217,Starlive Co Living PG
1881,Sri S Swami PG for Gents
371,Tierra Woods A Business Hotel
4244,Modern Hotel
3063,Kalyan Lodge
3905,Sri Ganesh Lodge
2698,Bangalore Residency
4426,Sky Inns
3702,Karim's Delhi 6
1106,The Ventura Grand Hotel
2520,Velvette
2108,Hypons Hotel
3455,Howard Johnson By Wyndham
4285,New Light Suites
142,Oyo Sri Sai Guru Comforts
4261,Sri Sai Suites
2259,Woody's
492,Olive by Embassy Group
2358,Reside Inn
2015,Wonder Stay Suite Rooms
199,blrpods.com
2527,Prakyathi
4522,Ananya Comforts
4492,Bel Air
1172,Eyrie Nest
1227,Shanthi Rooms
1784,The Porch Inn
2251,Tavizoe Stays
1423,Royal Keys
3879,"Bloom Hotel, Richmond Road"
2102,Hotel Aaccord
4178,Grand Country Stays
2300,Hotel Purple Brigade
196,Dream Hotel
1557,Aditya Colive
3762,Happy Living for Ladies
875,Hyde Park
