hotel_id,hotel_name
3361,Silver Key Hotel Rooms
1874,Paradise Living
4206,Tranquil Inn
2026,Ramanashree Brunton
3936,Hotel AJ International
1252,Hotel Gowdru Mane
3324,Hotel Gwen by Rivido
841,Hotel Highsky
2647,Brindavana Grand Hotel
582,Hotel Banyan Tree
3955,Leela Mansion
1753,Hotel Dwaraka
1642,The Bouvice
2331,The Anantaar
2035,Hotel Royal Blooms
1872,Leela Palace
906,Crown Plaza Regency
632,The Lalit Ashok
2667,Taj West End
1968,Hotel Paraag
163,ITC Gardenia Royal
4539,JW Marriott
2471,Transtree Corporate Guest Houses
4167,Sheraton Grand Whitefield
414,Fortune Select Trinity
618,Radha Hometel
3496,Lemon Tree Hotel
1432,Sterlings Mac
926,Airlines
3704,Holiday Inn & Suites Hotel
548,Miraya
4096,Four Points by Sheraton
4214,Kaniṣka Gryāṇḍ
3717,Hotel V T Paradise
1567,Treebo Cartier Hotel
1593,Conrad Bengaluru
3008,Sai Vishram
2723,Jayamahal Palace Hotel
3358,Oberoi Hotel
3826,Taj MG Road
3493,Lavelle Mansion
3244,Sarovar Portico
1862,Keys Select Hotel
612,Ginger
1337,Gokulam Grand Hotel & Spa
2880,ITC Windsor
641,Octave
931,"Radisson Blu Hotel, Atria"
2573,ITC Royal Gardenia Hotel
3662,Jain Bhavan
743,Hotel Royal Orchid
638,Midtown Suites
3741,Lotus Park Business Hotel
3027,Nandhana Hotels
3798,Radha Regent
2991,The Oterra Bengaluru Electronics City
3588,Keys
4339,Parijata Grand
1098,Chairman's Resort
3438,Vivanta by Taj
49,Melody Inn Service Apartments
4480,Golden Tulip
2652,Shravanthi Sarovar Portico
2115,Petromax Lights
3156,Mastiff Hotel
2452,Ashraya International
922,High Gates
4630,St. Mark's Hotel
547,Himalayan Inn
3397,Octave Fairmont Suites
2078,Chancery Pavilion
757,The Ritz-Carlton
2198,Welcomhotel
3601,S Comfort Inn
1873,Brigade Homestead
3096,Pleasant Boulevard
4367,Oyo Olivia Comforts
2305,Athaśrī Infantry
1886,The Pommels
4422,Regal Suites
1643,The Fern Residency - Yeshwanthpur
4114,Krishinton Suites
4456,Global Wings
2457,Citrus Cunningham
3968,Icon Grand by Bhagini
3065,Hotel Race View
4166,De Venetian
4602,Greens Bar and Restaurant
837,Gokul Majestic Lodging
2388,UT Elegance
602,West Fort Hotel
3429,The Sandeś Kingston
1895,Aloft Bengaluru Cessna Business Park
3317,FabHotel 4 Seasons
2275,Goldfinch Hotel
4295,Ibis Hotel
1583,The Elanza Hotel
4566,Transtree Hotel
4498,Svenska
3807,Vividus Hotel Bangalore
1071,Comet
1776,Woodlands
4455,Royal Orchid Hotel and Convention Centre
1284,Royal Orchid Central
2629,Park Residency
4406,Ramanashree Richmond
3904,The Grand Serenity Apartment Hotel
3607,Fairfield by Marriott
3977,The Sulit Whitefield
2758,Lemon Tree Premier
1327,Hotel Shangri-La
4440,Citrus Classic
3688,The Marriot Hotel
1652,DoubleTree Suites by Hilton
3431,The Olive Hotel
3827,The Paul
3459,Sri Udupi Park
2243,Bloom
1374,The DEN
740,Bhagini Ikon
4432,Gate of Karma
868,Holiday Inn Express & Suites
1141,Inn@Silicon Valley
998,Taj Yeshwantpur
1338,The Leela Bhartiya City
3976,Fortune Select JP Cosmos
1100,KSTDC Kumar Krupa
1133,Hilton Bengaluru Embassy Manyata Business Park
3492,Hilton Garden Inn Bengaluru Embassy Manyata Business Park
2926,Kerala Cafe
3423,Northern Suites
60,Royal Orchid Suites
1939,Icon Suites by Bhagini
2237,The Park Bangalore
4572,Bloom Hub
1079,Oyo Town House 363
3388,Hotel Aloft
4567,Hotel Zuri
941,Octave Brookefield Suites
1081,Mojatel by Icon
188,Earth Hotels
2284,Treebo SLN Heritage
2086,Hotel Pheonix
4531,CN Pearl
2024,Oyo Townhouse
3306,Olive
3478,Parkwoods Elite
3099,The Grand Magrath Hotel
227,Jagadish Hotel
3680,Lotus Hotel
1930,Holiday Inn Express Bengaluru Whitefield ITPL
4401,"Renaissance Bengaluru, Race Course"
4162,Oyo Rooms 88840 MN Residency
1405,Oyo Townhouse 258
698,The Pride Hotel
1125,Hotel Tulip
2416,Sheraton Grand Bangalore Hotel at Brigade Gateway
2518,Radisson Blu Bengaluru Outer Ring Road
1779,Hotel Royal Inn
2465,Castle JP
1038,DoubleTree by Hilton Bengaluru Whitefield
3647,Hilton Bangalore Embassy GolfLinks
314,Twenty Fourt Hotel
1417,Hyatt Centric Hebbal Bengaluru
1037,Ramadha Encore
3627,Attide Boutique
1755,Hotel Leroy Grand
3617,Vivanta Residency Road
2760,Days Suites Bengaluru
2882,Ballal Residency
2950,37th Crescent Hotel
1507,Southern Star Hotel
1924,Hotel E-inn
4036,Parijata Gateway
2132,Brahma Tiffins
2978,Taj Tristar
4604,Aditya Hometel
362,Taj Banjara
1135,Amrutha Castle
3330,Hotel Golkonda
1831,Surya Residency
1054,Taj Belson
23,Sri Krishna Residency
2067,Taj Mahal
1654,Quality Inn
2246,Green Casserole
4568,Bvreddy
2418,Fortune Select Manohar
3467,Casa Luxurio
461,Raj Comfort Inn
1068,Swan Suites
88,Baseraa
3536,Swagath de Royal
2296,Karan Hotel
283,Ohri's Baseraa Inn
463,Hotel Kens
213,Swagath Residency
3954,Taj Vivanta
1369,Hotel Katriya Fortune
235,Vinflora
3791,Swagath Grand Hotel
598,R&B Engineers Guest House
4100,swagath grand
4576,Kinara Grand
663,Blue Petal
4598,Fairfield by Marriot
4376,bheemas hotel
2750,My Place Hotel
4340,crpf gc hyd
780,Hotel balaji residency
3709,New Asian Lodge
2945,Hotel Udipi
3599,Asian Rest Home
686,OYO Pariwar Inn Hotel
4549,Hotel Tanisha Jubilee
2381,Purple Leaf
2311,Surabhi Elite
1851,mohinis
4034,Sri nivas apartment
1689,Hotel sai pariwer
4239,GKR Heights
783,Sherton hotel.
522,Hasnoon Guest House
523,Geetasudha Guest House
2818,Abhinand Grand Hotel and Restaurant
3396,Sai Shruthi Guest House
2993,Suhail
3554,Home
2438,Hotel Royal Plaza
1512,Royal Plaza Hotel
1883,SK Residency
652,Paradise
2663,Novotel Hyderabad Airport
370,OYO 9707 Sravya Resdiency
2288,Hotel Hill Park Inn
119,Hotel ambassador
2858,Sri brindavan hotel
2616,Hotel Caspia Pro Banjara Hills
3048,MAHARAJA HOTEL
1614,POT POURRI
2513,Aditya Inn
963,Dinner's pavilion
3639,Radisson
2963,Hotel Serenity Elite
4575,Hotel Hyderabad heights lodging
4315,Kodali Suites
4328,Om Sai
2186,Apple Homes Guest House
2437,EzyStay
2038,Santoshamma Jonna Roti
773,Animals Hotel
1285,Hotel Nakshrata Inn
4394,Meredian Orchid
1415,Oyo Hotel Rainbow Saphire
1235,Hotel Alekhya Residency
2338,Park Continental Hotel
436,Sri Venkateshwara Hotel
1675,OYO 18968 Lorgan Residency
366,Gandhi Bhavan Hotel
2298,Jewel Residency Lodge
232,Oyo Town House
3471,OYO 7707 Corp
3753,Royal Rev Hotel
408,Hotel Grandeur
2091,Jethani And Sons
87,TSRTC Officers Guest House
845,TSRTC Guest House
1032,trend Hotels treebo Fort Club
3912,Saptagiri
3539,Spot On
2781,OYO The City Park
856,Patnam Narender Reddy MLA
79,srilakshmi carry point
4238,Cosy Homes
4160,Devi Homes
4457,Treebo Hitec City
4106,OYO 1117 near Jubilee Hills
4231,MEIL HOUSE 44
3707,Morning Dew
3321,Hotel Supreme Parkview
3785,Treebo Tryst Metropolis Hyderabad
2177,ITC Kohenur
425,Lake View Guest House
393,House
4386,Marriot Executive Apartments
105,OYO Townhouse
4335,Hotel Siddhartha
1949,tech mahindra
1460,sri sai womens hostel
3587,feel home hostel for womens
2423,oyo hotel
2345,Rajadhani Hotel
4009,Taste of village
1588,sankranthi
3903,oyo-hotel
1732,OYO Flagship
3188,Time to time my cafe
3161,Pallavi hotel
1792,Swathi tiffins
1941,Apoorva mess
703,Gayathri Hotel
2608,Dibbarotti
497,RS Grand
465,Masthana hotel
4209,Tiffens center
3929,Tiffen center
173,Madhusudhan Reddy Hotel
2651,Club View
3414,Red Rose Palace
4101,TS GENCO Guest House
2113,NGRI Guest house
901,Pista House
1447,Central Government Touring Officers Guest House
4578,Tasty Tiffens
742,Imran Hotel
3016,Sohail Hotel
3504,Sana Bawarchi
1207,Hotel Sri Rghavendra udipi veg
510,Taaza Bhojanam
2270,Armour bhavan
3208,Oyo 72504 Dunes inn
1550,Raju Gari Vantillu
4130,Abhi tiffins
2203,Athidhi Inn
2045,Hotel Madhura Tiffins
768,Pummy Lodge
4514,Hotel A-1 Biryani
3809,Hotel Agra Sweets and Tiffins
422,Meridian Restuarant
124,Kakatiya Mess
3817,Hotel Gokul Grand
2278,Ram-Ki-Bandi TIffins
820,Raghavendra Hotel
1404,Jagavi's Kritunga Restuarant
1383,Hotel Harsha Mess
2149,Oyo Townhouse Ameerpet
1576,Sri Raghavendra Tiffins
1639,Lemon Tree
1796,SVM Grand hotel
4462,Vara lakshmi
400,kankarao
3865,RCC Hotels Majestic - LB Nagar
4607,Shaghouse Cafe
2499,Maruthi Residence
1353,Royal Residency
4351,vaishnavi hotel
4218,Apsara hotel
2131,New D Light lodge
983,Itsy Hotels Arastu Inn
457,Hotel Paigah
4014,Westin Hotel
3896,Novotel
1951,The Central Court
3883,Hampshire Plaza Hotel
3728,Hotel Dwaraka
642,Peppermint Hotel
1954,Best Western Ashoka
3077,The Park
2874,Hotel Pearl Regency
4418,Taj Krishna
2528,Taj Deccan
1885,Hotel Daspalla
390,Jubilee Ridge
4251,Hyatt
2494,Greenpark Hotel
846,Jagadamba Hotel
543,Radisson Blu Plaza Hotel
92,Yatri Niwas
3339,Katriya Hotel & Towers
1980,Courtyard Hyderabad
2430,Ellaa Hotel
4286,athidi
2536,Palm Villa
1677,Trishul Grand
1049,Udupi hotel
1961,Club Villa
238,Green Wood Villa
2555,Duplex Villa
1134,Pool Villa
1806,Park Hyatt
3589,NKM's Grand Hotel
164,Avasa
3221,sree banquets
4369,Marigold Hotel
2881,OYO Imax Inn
3872,Taj Mahal Hotel
2756,Trident
3402,Tiffin center
3383,Hotel Abode
1812,Hotel Venkateswara
2681,Ibis
3916,Westside Hotel
3104,Hyderabad Mercure KCP
3522,Taj Falaknuma Palace
2919,Bismillah hotel
4136,shabana
4312,ellite
4596,H-Square
1453,Le Méridien
594,chai adda
42,Indiana Cafe
561,Holiday Inn Express Hyderabad HITEC City
2532,Sheraton Hotel
3671,Umaid Bhawan
244,Holiday Inn
1340,Jasvilas
2406,The Oberoi  Rajvilas
2551,Devi Niketan Heritage Hotel
3259,Royal Guest House
1443,Shahpura House
262,Paradise
2393,Dera Rawatsar - Heritage Hotel
1690,Pearl Palace Hotel
1726,Jaipur Inn
3489,Jwala Niketan
835,Devraj Niwas - Boutique Hotel
1867,Alsisar's Haveli
2011,Hotel Om Tower
341,Ever Green
1602,Akriti
2587,Jypore Saffron Inn And Suites
4354,Hari Mahal Palace
481,CLMM Hotel
3348,Bissau Palace Hotel
4301,Pearl Palace Heritage
4093,Royal orchid
3426,Golden Inn
1767,Chitra Katha
4148,Jai Mangal Palace
2482,Hotel Shalimar
3274,Atithi
3448,Golden Manor
4337,Rukmani Garden
3159,Tara Niwas
1272,Hotel Rangoli
2654,ITC Rajputana
4173,Leisure Inn
3169,Rajputana Guest House
348,Hotel Shikha
4121,Royal Aashiyana
4287,IDEX Guest House
4257,Karnot Mahal
1424,Hotel Red Fox Jaipur
657,Hotel Green Lemon
2103,Tony Guesthouse
633,Shakun Hotel
3881,Hotel arco palace
4228,agrasenn dharamshala
3659,hotel grand uniara
2669,Rajputana Haveli
3090,crown palace
1466,hotel vijeet palace
2446,Paul Avenue
116,Ginger Hotel
1822,"Mrignayani palace , Jaipur"
1495,Hotel Amer View
2402,Explorer's Nest
1233,Holiday Inn Jaipur City Centre
2477,hotel aroma classic
1154,hotel welcome
3404,Rajasthan Palace Hotel
58,Hotel Kalyan
3830,"Hotel vacation , Jaipur"
4580,"M.M khan Hostel ,Jaipur"
1736,"Trident Hotel , Jaipur"
2197,Hotel Sarang Palace
4260,Sarovar Portico Jaipur
2811,Roma Palace
4194,Four Points By Sheraton
708,Abhay hotel
1094,Sainik Vishram grah
3064,Advocate Bhawan
1377,Nibana Palace - A Heritage Hotel
73,The Theme hotel
1923,Lemon Tree Premier
2733,Hotel Green Valley - Oyo
1765,Hotel Aqua
744,Hotel Lavanya Heritage Jaipur
3871,Branson Backpacker Homestay
1006,"Devi Ratn, Jaipur - IHCL SeleQtions"
1191,Hyatt Regency Jaipur
3867,Central Government Touring Officers Guest House
1126,Fairmont Jaipur
1242,Le Méridien Jaipur Resort & Spa
2458,Pachamama HOTEL
3569,"Sarovar Premier, Jaipur"
2961,Hotel Prince
999,tatak house
1578,Sunday Hotel
4438,Nasheman Farmstay
1827,"Royal view , JAIPUR"
2834,LMB Hotel
4622,sanjay guest house
3170,Hotel Narayan Palace
441,airbnb
1101,Dev Mahal
4267,Hotel Broadway Inn
650,Blue King
1547,Shreesha
3620,Miraya
2744,Satkar
631,Empire Regency
673,Nahargarh Palace Hotel
1250,Sureli Haveli
483,Metro View
1585,Heart of the City
4291,Bharat
2620,Classic Inn
1463,Unique Palace
3376,Ritu
3112,Jaipur
50,Ld Prime
3832,Morgan
2634,Galaxy Inn
859,Scharma Inn
1073,Gaurav
720,Royal Palace
2979,Milan Palace
1661,Mahendra
1657,Roopraj
2426,Anuja
3033,Kumar
3726,Avantika Palace
4608,Ramji
4272,Pink Palace
4151,Kanji Palace
4405,Muskan Palace
3565,Ratangarh Palace
1386,Fort
3289,All Seasons Homestay
1400,"Golden Tulip, Jaipur"
1196,Suryaa Villa
1409,Hotel Jai Harsh
3335,Devi Niketan Hotel
1799,Blue Heaven
1476,Cambay Spa & Resort
2768,Radisson City Center
36,Hotel KK Royal
3047,Panchayati Dharamshala
2346,Swagatam RTDC Hotel
4236,Hotel Clarks Amer
2360,Jai Mahal Palace
2207,Golden Tulip Essentials Hotel
3234,Marriott
1287,Mandawa Haveli
350,Taj Rambagh Palace
3740,Hilton Jaipur
4512,Regenta Central
1682,Hotel Lalit
1444,Novotel Jaipur Convention Centre
2793,Sirsi Haveli
1672,DoubleTree by Hilton Jaipur Amer
4020,InterContinental Jaipur Tonk Road
1180,Radisson Blu
3632,Red Fort Resort
373,Hotel Shyampuri
3102,Ramada
1917,Bellavista
1358,Hotel Arya Niwas
1826,Umaid Mahal
787,Krishna Palace Hotel
470,Shiva Guest House
141,Gemini Continental
789,Hotel Metro
324,Hotel ANR
3542,Central Hotel
715,The Grand Radiant
4161,kanha inn
2447,Memorable Homestay
4460,Ram Krishna Guest House
4099,OYO Flagship Polytechnic Chauraha
4262,Best Western
3575,Power Grid Corporation Guest House
407,Treebo Annaya Royals
3732,Hastag Traveler's
1005,Golden Sky
2589,Purvanchal Hotel
891,Central Government Touring Officers Guest House
2412,Janardan Guest House Lucknow
2955,OYO Townhouse
2391,Hotel Bandhan
3384,Shubhkamna Grand
3952,Renaissance Hotel
2851,Hotel Savvy Grand
304,Madhur Milan Guest House
4184,pinnacle
3217,Damson Plum
665,Holiday Inn
1178,Hotel Grand Inn
1948,Paying guest and hostel
2502,Hotel The Golf
3956,Spring Grand
3155,Atulyam Stays
2133,Ranjan Heritage
3863,Dehati Rasoi
962,FabHotel Gayatri Palace
2010,BBD Viraj Tower
2150,Utopian Luxe
2861,Guest House 1
2339,Guest House Number 2
3338,Guest House 4
305,Guest House 2
1441,hELLO
1497,Guest House A
917,Best Non-Veg shop
3654,Taj Residency
3196,Clarks Avadh
1625,Carlton
3291,Saraka
822,Hilton Garden Inn Lucknow
3902,Piccadily
1355,Renaissance
4169,Hotel Meghalaya
851,Dayal Paradise
1001,Modern ITC Suites
4615,Modern Treebo Deluxe
19,Grand Sarovar Executive
1638,Lucknow Royal
1668,Modern Treebo Park
494,Crown Park
3980,Lucknow Continental
3201,Hotel Palash Residency
688,Ashirwad Regency
4601,rental house agency
1609,hotel shalimar true geoposition
3509,Shree Vaibhav Marriage Garden
2925,Amra Shree Marriage Garden
1010,Motel Shiraz
2409,Hotel Shreemaya
1093,Hotel Jyoti
1328,Hotel Panchwati
1678,Amer Greens 
2000,Hotel Rajdoot Gaurav
1311,Hotel Bharti
1988,Hotel Tulsi
3136,J P Sharma
345,Sharma's - Airbnb
3550,Jehan Numa Palace
987,Treebo Sun Palace
4505,Hotel Shikhar Palace
3880,Hotel Lake City Pride
3435,Ardash Palace Hotel
2665,Hotel Kalindi Palace
4264,Hotel India
1143,OYO Hotel Vishnu Villas
2359,oyo hotel
1199,Hotel saubhagya
86,ISRO MCF Guest House  BHOPAL
1519,Hotel The Pannis
3611,Hotel New Arcadia
1382,Railway officers rest house
2659,BHEL guest House
1015,Guest House
129,Jahanuma Palace
1365,Hotel Lake View Ashoka
3114,Radisson Bhopal
3913,Imperial Radisson Premium
892,Crown Radisson Premium
3699,Grand Heights
1360,Hotel Fortune Premium
308,Royal Comfort Palace
1662,Hotel Plaza
2432,Bhopal Lodge
3379,Marriott Bhopal
1318,Royal Suites
3923,ITC Gardens Bhopal
2475,Hotel Taj Tower
2543,Oberoi Bhopal
4412,Bloom Bhopal
1209,Elite Marriott Tower
217,Bloom International Bhopal
3839,Heritage Taj Deluxe
2666,Regal Continental
1240,Hotel Taj Residency
2290,ITC Bhopal
276,Fortune Bhopal
490,Grand Bloom Grand
1036,Elite Deluxe
1230,Crown Red Fox Residency
1009,Bhopal Executive
3486,Heritage Lodge
2741,sri gavuri nivas
2533,Uday Samudra
3642,Samudra
1059,Pankaj Hotel
2167,Highland Park
282,Geeth
4409,Swagath Holiday Resort
1317,Sea View Palace
4612,Kovalam Beach
969,Linchu Ayurvedic Beach Resort
2695,Sea Rock
3367,Sea View
2727,University Guesthouse
3193,Kukies Holiday Inn
620,Raj Mahal
4117,Rose Tourist Home
1743,Sunday Bed & Breakfast
1391,Govt. PWD Rest House
3479,Dolphin
1848,Hotel Ya Ali
1580,Unwind Hotels
1656,Sunrise
2353,Sreelaksmi Holiday Inn
2213,Hill and Sea View
2021,Aruvi Tourist Home
1957,Hotel Rock and Beach
1308,Swapna Residency
2004,Cosmic Leisure Resort
576,Ganesh House
3512,Galaxy Inn
3691,Princess Inn
1707,Abhi's Cafe
3461,Vedanta wake up
2986,Moon Valley Cottage
3887,Hotel Rohit
862,Hotel Greenland
1802,Hotel Peacock
1629,Hawah Beach Resort
1994,Hotel California
2640,Blooms Beach Resort
270,Maharaju Palace
630,Good Morning Residancy
2335,The Beach Hotel
301,Patrick villa
460,Jasmine Palace
1448,Hotel Marine Palace
1473,Sea Shore Hotel and Restaurant
2047,Pappukutty
3725,Coco Beach Resort and Spa
3232,Dr.Unni's Nest
2114,Ashoka Inn
3874,Hotel Teekay Palace
3293,Appollo Dimora
838,Pattom Royal Hotel
3283,Sandy Beach residence
2009,Hotel Sumangali
4546,Sagara Beach Resort
504,Hotel Ganga
2759,Nutshell - An Airport Boutique by the Sea
3633,Trivandrum lodge
381,Rajaram Tourist Home
3681,Rhada house
1526,Windsor Rajadhani
3701,Goodland Residency
4105,SM tourist home
2341,Amalas Residency
375,saravana bhavan
2805,Fort View
2382,hotel sukhvas
3868,Hotel sourashtra
940,Alankar hotel
4179,nadan kadayum veetile oonum
3629,Ginger
2148,goldensands
3276,Avoki Hotels and Resorts
2069,Hotel Al-ameen
530,Hotel Paradise
3202,kr hotel
637,Hotel Highness Inn
1270,thachottukavu hotel
186,Supreme Food Plaza
3277,jiju hotel
4252,Ajay Hotel
2971,shibin hotel
1798,bhadra hotel
1442,krishna hotel
3721,mission house
4516,Royal inn
1536,Travancore Kitchen
1274,V J Apartments
3529,Vinayaka Hotel
608,Ammas
1713,Arikathu
2200,Mannan hotel
956,Lal's
2580,Rosh Lodge
3856,courtyard Marriott hotel
3987,techno greens
404,Anas homely foods
2072,Abhirami Hotel
4408,MES IB
1978,Avenue Kowdiar
159,shantigiri community kitchen and dining hall
1749,OYO 2079 near Medical College Hotel Trivandrum
3561,Chicking
903,new kerala hotel
353,BSRA Cross B
1231,Devi hotels And restaurants
4331,CHannankara Hotels
2141,Kavitha Hotel
445,Skssf Stay Room
4583,Sree Vishakh Tourist Home
755,Hotel Kyvalya
1738,Chirag Inn
4613,Saras
312,Residence Inn
549,Hotel Al Saj
3481,Matha Hotel
3805,Hotel Christina
307,vivin luxury suites
2336,Ambadi guest house
695,Shri Sai Ram Lodge And Mini Hall
2357,Vvs hotel
1928,"Tea, Snacks and Local Foods"
4040,Santa Maria - An Airport Boutique by the Sea
750,Sruthy Hotel
2795,Vinayaka Tourist Home
1267,Kudumbasree hotel
3537,Arebian palace (Good address)
3036,Golden Valley
4377,KVSC Guest House
971,City Tower
14,Tourist Home
874,Indraprastham Tourist Home
809,Pankaj
515,City light
4329,Aristo
410,La promenade
3768,O by tamara
3939,Pournami janakiya hotel
208,SS hotel
4241,Pavizham Hotel
459,Sruthi Kudumbasree Hotel
2987,Anugraha Janakeeya Hotel
2431,Janakeeya Hotel
3143,Uthra kudumbashree hotel
3951,Tripthi Janakiya Hotel
4398,Luxe Vue
3474,Ormayidam
1884,SILENT VALLEY HOUSE
1714,Yam Hotel
3400,Amara Ayurveda Retreat
2922,Ganga Lodge
553,PK Residency
1440,The Leela Kovalam
2271,Mascot
4430,Hotel Port Palace
1926,Rajadhani
635,Vivanta by Taj
4452,Mayakunnu
317,Hilton Garden Inn Trivandrum
4150,Hycinth by Sparsa
4359,Linta's Golden Beach Resort
1329,Taj Green Cove Resort & Spa
428,Indian Cofee House
2903,Raj tourist home
106,Venkadesha Bhavan
143,Chinnu's hotel
2170,The Byk Puja Samudra Kovalam
4005,Ridges Hotel Trivandrum
90,Hotel Karthika Park
2242,Prageela seafood
2933,Hotel SPS Kingsway
2164,Dakshin Hotel
2637,Mohabath
1950,La Jawab
1769,Kingini Hotel And Provission Store
2273,Idilikkada
2,Gaffoor Ka Dosth
3711,Hotel Regency
4592,Anu Tourist Home
1952,Classic Sarovar Portico
3521,Boban Residency
3958,Hotel Shivashakthi
2721,Sree Padmanabha
3001,Mayura Rajadhani
1110,KTDC grand chaitram
3084,sp grand days
592,Hotel horizon
1696,kerala hotel
3693,Thozhilali Hotel
4466,comrade food court
1577,Nooriya
4458,Al hassan the budget kitchen
214,Al mathaf
779,hotel muneer
3758,food corner
3228,lekshmi
2044,matha
4205,Mani Hotel
3517,Hotel Aryaas
3272,Shastha Hotel
1568,Udiyannoor Podichi Hote
3981,Apollo Dimora
4374,Blue Star Residence
3082,Gazal Hotel
4563,Hotel Silver Sand
1344,Hotel Devi
2014,Amma Restauranat
274,Traditional kitchen
72,Hotel Sai Krishna
3337,Anil Hotel
1088,Community Kitchen
395,White Damar
584,Hotel Samthrupthi
1368,Hotel Annapoorna
4620,Uday Suites - The Garden Hotel
4473,Seaside Homestay
2549,Shaji hotel
3543,Manali Hotel
4538,Punartham Janakeeya Hotel
4436,Punyalan
3966,priya hotel
3039,Jithu Joji Poojappura
1764,Kovalam Palace
3962,hotel blue nest
1260,OYO 67520 Hotel Wintro
4420,Kailas Inn
2254,Hotel Keys
2782,Comfort Inn
527,Sabermati Ashram Guesthouse
378,Gateway Hotel Ummed
1560,Naeeka
3278,Amrit hotel chhatral
1964,Hotel silver inn
4468,Hotel sindbad
349,Sattadhar Benquet
2435,Hotel royal hill
2247,"Hotel Neptune
"
3630,Stop N Stay
1710,Royal Hotel
1051,Fortune Inn Haveli
591,Hotel marigol
520,Hotel King Palace
4165,Amba Suites Hotel & Conventions
4547,The Leela Gandhinagar
2478,MG Hostel and PG Accommodation
1084,The Grand Vinayak Hotel
3085,Hillton
4628,Downtown
4181,Cambay Sapphire
1295,The Metropole Hotel
1810,Renaissance Ahmedabad Hotel
792,Gandhinagar Palace
793,Classic Marriott Deluxe
3686,Oberoi Royal Gandhinagar
1981,Lemon Tree Gandhinagar
3356,Sarovar Tower Gandhinagar
2911,Palace Heights
1531,Executive Lemon Tree Resort
1411,Bloom International Gandhinagar
4038,Grand Leela Premium
4311,Hotel Lemon Tree Continental
84,Ginger Gandhinagar
869,Hilton Premium Gandhinagar
2351,Gandhinagar International
21,Hyatt Palace Gandhinagar
2943,Sterling Palace Gandhinagar
4207,Gandhinagar Deluxe
1563,The Gardens
974,Regal Inn
1711,Gandhinagar Heights
3419,Red Fox Gandhinagar
1099,Imperial Sterling Residency
3625,Palace Resort
2845,Elite Treebo Premium
887,Fortune Palace Gandhinagar
4364,Sarovar Gandhinagar
4248,The Suites
4061,Gandhinagar Tower
516,Hyatt Gandhinagar
738,Taj Gandhinagar
1454,Gandhinagar Royal
3411,Regal Taj Premium
4360,Oberoi Gandhinagar
2507,ITC Gandhinagar
2127,Crown Continental
907,The Continental
3135,Leela Executive Gandhinagar
4357,Hotel Green Park
2508,Sunset Guesthouse
2429,Mandovi
948,Royal Goan Beach Club at Monterio
3266,Coconut Creek Hotel
3495,Bogmalo Beach Resort
716,Park Hyatt
3484,La Paz
687,GTDC Calangute Residency
704,Hotel A Canoa
2354,Casa de Goa
2258,Paradise Village Beach Resort
3875,Hotel Neelam Grand
22,Hotel Neelam Glitz
2753,Hotel Satyaheera
886,Taj Holiday Village
4010,Villa Anjuna
918,CLOSE2C
3226,Julie Jolly
3254,Afonso Guesthouse
2240,OYO 805 Hotel Manvins
3352,Elite
1266,Menino Regency
484,Oravs
3933,Renton Manor 3*
1220,Royale Assagao Resort
278,Resort Rio
989,Santana Beach Resort
2085,Goa Marriott Resort and Spa
1246,Collen's resort
2383,Falcon Beach resort
572,Lucia Beach Guest House
1436,Resort Heritage Village Club Goa
994,Marquis Beach Resort
2969,Aldeia Santa Rita
2965,Angelas Guesthouse
586,Mustard Springs Villa Candolim by Optmize.
4029,Don Hill Beach Resort
2515,Lui Beach Resort
1350,The Clematis
1008,Victor Exotica
675,Dona Alcina Resorts
2413,Floyd's Hut
2904,Highland Beach Resort
448,Empire Beach Resort
3350,Magnum Resort
3227,Ospy's Shelter
3938,Villa Sol - Areia
2065,A Reverie
4127,All Seasons Beach Classic
3270,Dona Julia
1691,Godwin Hotel
1549,Granton Hotel
1248,Kingstork
1986,Lawanda Beach Resort
295,Le Seasons Beach Resort
1548,Novotel Goa Candolim
2013,Princessa De Goa Hotel
589,The White House
2404,bluesea Beach Resort
2130,sharanam Green Resort
4028,10 Calangute A Boutique Hotel
3859,Caith's Comfy Villa
2720,Casa Caspar
426,Esther Guest House
2583,Estrella Do Mar Beach Resort
1055,Glory Lazfina
3406,Jojos Guest House
4230,NV Beach Resort
557,Noble House
3971,Velvet Inn
3382,Vitusia Guest House
4372,Anjuna Palms
3658,Baia Do Sol
4370,Casa Baga
3555,Casa Madgoankar
1194,Dom Joao
1717,Jack Corner
2605,Joaquim's Guest House
3568,La Calypso
2829,Lua Nova
1705,Pousada Donaciana
2864,Sai Raj
2619,Sea Wolves
2401,Atlanta Beach Resort
2140,Ave Maria
2384,Calangute's Nat Villa
3215,Casa Volz Aleixo
1286,De Curacao
3257,Goan Heritage
3434,God's Gift
4314,Kerkar
2088,Nizmar Resort
1890,Ondas Do Mar
1592,Royal Heritage Resort
1347,Seagull
4110,Shruti Resort
2163,"So, My Resort"
2397,Tangerine
3131,The Park
2272,Villa Calangute
4163,Alex's Guesthouse
1138,Casa Brasen
4294,Don Bosco
973,Duarte Sieiro
796,Plantain Leaf
3021,Sea Breeze Beach Resort
1712,Sinq Beach Resort
37,Veronic Guest House
454,9X Boutique Resort
914,Baba.Bar
3506,Boiru House
1200,Chabad House
1275,Emerald
2376,Manali
38,Mermaid's
975,Ocean Pearl
984,Om Shiv Nandi
3497,Premavati
1419,Red Door
1561,Sailor's Inn
40,Sonic
