hotel_id,place_id,display_name,formatted_address
mum051,ChIJ7dK6BGzO5zsRhr2JRyNij-k,The Sahil Hotel,"292, JB Behram Marg, opp. City Centre Mall, RBI Staff Colony, Mumbai Central, Mumbai, Maharashtra 400008, India"
mum052,ChIJS7bELI_I5zsRerwdkCoB21c,Kohinoor Elite,"Kirol Rd, Kurla West, Kurla, Mumbai, Maharashtra 400070, India"
mum053,ChIJcXb5ltDR5zsRiq9rM-D3nd8,Grand Hotel,"17, Shri S.R. Marg, Ballard Estate, Fort, Mumbai, Maharashtra 400001, India"
mum054,ChIJMXbrSCnJ5zsRBICdEVS7SPY,"Hotel Royce Executive Near US Consulate, Bandra Kurla Complex","C S T Road Kapadia Nagar, Bandra Kurla Complex, Rupa Nagar, Kurla West, BKC, Mumbai, Maharashtra 400070, India"
mum055,ChIJ3dBEd9zR5zsR1FR7i3m6lMs,"Residency Hotel Fort, Mumbai","26, Rustom Sidhwa Marg, Corner of, Dr Dadabhai Naoroji Rd, Opp Citibank, Borabazar Precinct, Ballard Estate, Fort, Mumbai, Maharashtra 400001, India"
mum056,ChIJu9xW47XJ5zsRrljlE9w9g2Q,Taj Santacruz,"off, Western Express Highway, Domestic Arpt Rd, nr. Chhatrapati Shivaji, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India"
mum057,ChIJaaQ-nZXJ5zsR96szm2mtlDc,Hotel Bawa Continental,"Ground Floor, Hotel Bawa Continental, Juhu Tara Rd, Opposite Theosophical Society, Airport Area, Juhu, Mumbai, Maharashtra 400049, India"
mum058,ChIJRZOtGk3I5zsRKh-bw3zVhlU,Hotel Bawa International,"Near, Plot No, T1, 2087, Nehru Rd, Extn, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India"
mum059,ChIJgap7Fg3O5zsRZySimjOziH0,Krishna Palace Hotel - Rooms | Restaurants | Banquets,"96/98, Naushir Bharucha Marg, Grant Road (W), Nana Chowk, Mumbai, Maharashtra 400007, India"
mum060,ChIJU4Gq7TLI5zsRcBpC698UljU,Aureole Hotel,"Sir Mathuradas Vasanji Rd, Parsi Colony, Bima Nagar, Andheri East, Mumbai, Maharashtra 400069, India"
mum061,ChIJxx0zb7_R5zsRdXPJ_v_1iLw,Sea Palace Hotel Mumbai,"26, PJ Ramchandani Marg, near Gateway of India, near The TAJ Palace Hotel, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
mum062,ChIJW9F5OxXI5zsR4KRkw4VbeFA,Novotel Mumbai International Airport,"Cts 1359, Metro Station, next to Airport, Bori Colony, Marol, Andheri East, Mumbai, Maharashtra 400059, India"
mum063,ChIJQRmwMRXO5zsRzwHP57PMT0A,"Hotel Solitaire, Mumbai","Sahar International Airport Road, opp. Domestic Airport Colony, Shiv Adarsh Society, Parsiwada, Andheri East, Mumbai, Maharashtra 400099, India"
mum064,ChIJXZpCmyHI5zsRwPedriCrflI,Urbanpod Hotel,"Main Building, 1st Floor, Railway Station, Mumbai Central, Mumbai, Maharashtra 400008, India"
mum065,ChIJPVMFRWLP5zsRW275RKiQ8k4,Super Hotel O Mumbai Central formerly Park Palace,"Decor Tower, Dontad Street, Khadak St, opposite City Heights Tower, Masjid Bandar, Mumbai, Maharashtra 400070, India"
mum066,ChIJO-x6C0fR5zsRJaxvbxCn9e4,West End Hotel | A Heritage Boutique | Marine Lines | Mumbai,"45 45, Anandilal Podar Marg, next to Bombay Hospital, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020, India"
mum067,ChIJBcC_YQnP5zsR4tbMDQ9keQ8,Hotel Amaan Palace,"36/38, Hazrat Abbas Rd, Bhat Bazar, Mandvi, Mumbai, Maharashtra 400009, India"
mum068,ChIJbxTzcSPI5zsRnF5vZ8shVYM,The Regale by Tunga,"Plot No 31, MIDC Central Rd, Chakala Industrial Area (MIDC), Andheri East, Mumbai, Maharashtra 400093, India"
mum069,ChIJLdGcXnXO5zsRv2F7CWiZOLw,The Shalimar Hotel (August Kranti Marg),"August Kranti Rd, Kemps Corner, Malabar Hill, Mumbai, Maharashtra 400026, India"
mum070,ChIJy9bH5I7J5zsREwRHraJ9gV0,Hotel Naaz Executive,"Rani Arcade, Samsuddin Nagar, Andheri Kurla Road, Jarimari, Kurla West, Mumbai, Maharashtra 400072, India"
mum071,ChIJZWDViCTO5zsRhjLrKqLlhmQ,Aman Hotel CST,"22 Dhobi Street,, Off: Mohammed Ali Road,, near Zakaria Masjid, Masjid Bandar West, Masjid Bandar, Mumbai, Maharashtra 400003, India"
mum072,ChIJ____C9_I5zsR2230MdoS4xo,Sofitel Mumbai BKC,"C 57, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400098, India"
mum073,ChIJT-M5-5XJ5zsRXGDg_NBIBx4,Hotel Beach Garden,"Juhu Tara Rd, opp. Juhu Beach, Airport Area, Juhu, Mumbai, Maharashtra 400049, India"
mum074,ChIJ8XV5LEDO5zsR-gLv--Nl_pw,Hotel Bombay International,"Hotel Bombay International Kedy Compound Nagpada Junction, Madanpura, Mumbai, Maharashtra 400008, India"
mum075,ChIJQ22D5ErJ5zsRyZUQIf3ubRQ,Soho House Mumbai,"16, Juhu Tara Rd, Chandrabai Nagar, Juhu, Mumbai, Maharashtra 400049, India"
