hotel_name,hotel_id,rating,rating_description,review_count,star_rating,location,nearest_landmark,Distance_to_Landmark(in_km),price_per_night,tax,city,state,price_range,latitude,longitude,hotel_type,room_types,data_quality_score,star_rating_clean,has_coordinates,amenity_free_wifi,amenity_air_conditioning,amenity_24_7_front_desk,amenity_spa,amenity_pool,amenity_gym,amenity_restaurant,amenity_room_service,amenity_business_center,amenity_meeting_rooms,amenity_bar,amenity_swimming_pool,amenity_parking,amenity_travel_desk,amenity_airport_shuttle,amenity_conference_hall,amenity_valet_parking,total_amenities_count
Baga 6BR Luxury Villa Serene with jacuzzi and private pool,4043,4.2,Unknown,367.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5707107,73.7585045,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Arpora 3BR Luxury Villa Pan with private pool,1482,4.2,Unknown,236.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5635901,73.7685254,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Arpora Area Luxury Villa Vlada with private pool,778,4.3,Unknown,450.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5549451,73.7821519,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
ForestTree Hostel,800,3.9,Unknown,31.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.582631,73.7404301,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Casa Anjuna,55,3.7,Unknown,300.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5830976,73.7400139,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Basilico,2973,4.1,Unknown,357.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5830432,73.7404599,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Village Villa Sunny Cow,3336,3.4,Unknown,395.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5832392,73.741065,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6BR Luxury Villa Grande with private pool,1921,4.5,Unknown,362.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5298169,73.800728,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
5BR Luxury Villa Majestic with private pool,4309,4.1,Unknown,64.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5296777,73.8008921,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Anjuna 5BR Luxury Villa Neel with private pool,4490,4.5,Unknown,33.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5755518,73.7495525,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
4BR Luxury Villa Firework with private pool,1702,4.5,Unknown,457.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5518019,73.7787923,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
5BR Luxury Villa Blues with private pool,3294,4.0,Unknown,40.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.577082,73.7495071,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
3BR Luxury Villa Riverside with private pool,2162,4.6,Unknown,53.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5223837,73.7851726,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim Area 3BR Luxury Villa SohOm,1137,4.3,Unknown,182.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5130073,73.7859931,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Assagao 7BR Luxury Villa Assagao Legend with private pool,988,4.0,Unknown,99.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5927069,73.7762484,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Anjuna Luxury Villa Luna with private pool,2550,4.4,Unknown,389.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5835018,73.7443037,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim Area 3BR Seaview Ultra Luxury Villa Glory,3761,4.5,Unknown,77.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5010884,73.8110868,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Arpora 6BR Luxury Villa Celebrity with private pool,3058,4.7,Unknown,74.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5700513,73.7572525,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim Area Luxury 6BR Luxury Villa Cloud with private pool,3247,4.3,Unknown,126.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.4970981,73.8016136,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Xavier's Guest House & In-house Restaurant,1395,3.9,Unknown,388.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5715175,73.7446364,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Rose Cottage,2638,3.4,Unknown,190.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5693791,73.7446263,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Anjuna 5BR Villa Liana with private pool,769,4.1,Unknown,184.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5931156,73.7524241,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Calangute Area 6BR Villa Garden with private pool,4362,4.1,Unknown,449.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5498077,73.773219,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Reise Fort Resort,3091,3.8,Unknown,362.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.573293,73.7592834,Resort,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7
Park Regis,3216,3.7,Unknown,211.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5737606,73.7592056,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Anjuna 5BR Luxury Villa Manor with private pool,286,4.1,Unknown,456.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5880886,73.7565515,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Dhaklos Guest House,4573,3.8,Unknown,490.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5934583,73.7757481,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Scon morjim,429,3.4,Unknown,441.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.6292202,73.7363313,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
VIP Guest House - Income Tax Department,4126,3.9,Unknown,412.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5283399,73.8334864,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4BR Villa Mango with private pool,2333,3.9,Unknown,296.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5747001,73.7782855,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5BR Candolim Luxury Villa Fisher with private pool,2718,4.6,Unknown,147.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5033968,73.7698788,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Zenobia,2080,4.2,Unknown,326.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5733408,73.7479103,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
La Casita Holiday Cottages,3390,3.2,Unknown,259.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5863572,73.7473773,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4BR Luxury Villa Utopia with private pool,723,4.6,Unknown,136.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5203683,73.8034153,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Calangute 5BR Luxury Villa Asa with private pool,952,4.5,Unknown,30.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5308821,73.768997,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim Area 2BR Villa Rio with private pool,3986,3.7,Unknown,247.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5263601,73.7867703,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Anjuna Area 4BR Villa Aaira with private pool,2263,4.1,Unknown,478.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5651554,73.7652649,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hotel Grand Kadamba,990,4.3,Unknown,488.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5290012,73.8258576,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Country Inn and Suites by Radisson,3213,3.6,Unknown,279.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.4970934,73.8348882,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Anjuna 5br Villa Splash w/private pool,1760,3.6,Unknown,156.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5780422,73.7575569,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bambolim Siridao 10br Luxury Villa Isa w/private pool,3535,4.4,Unknown,342.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.4417372,73.8610934,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Anjuna Area 3BR Luxury Villa Almond w/private pool,327,4.4,Unknown,435.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5614154,73.7609286,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Anjuna Area 4br Villa Waterfront w/private pool,2609,3.4,Unknown,114.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5614514,73.7609153,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Candolim 6BR Beach Villa Gloss w/private pool,1384,3.7,Unknown,30.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5276958,73.7643986,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Anjuna 3BR Luxury Villa Apricot w/private pool,1725,4.0,Unknown,323.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5613771,73.7609747,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Anjuna 5BR Villa Cream w/private pool,1087,4.0,Unknown,447.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5787269,73.7554827,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Philip Olinda Guest House,2524,3.2,Unknown,316.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.586095,73.739934,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Storii By ITC Hotels Shanti Morada,342,4.1,Unknown,363.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5419567,73.7823717,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dona Paula Luxury 10BR Villa Skyline w/jacuzzi and private pool,148,4.7,Unknown,36.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.4639409,73.8135797,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim 6br Beach Villa Amber with private pool,4073,3.4,Unknown,477.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5285393,73.7639543,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Assagao 2br Villa Encatal with private pool,3433,3.4,Unknown,155.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.589453,73.7667507,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Moira 4br Luxury Villa Kiss with private pool,1108,4.6,Unknown,115.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5918589,73.8407526,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim Area 5BR Luxury Seaview Villa Luga,849,4.4,Unknown,344.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5009626,73.8111469,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Candolim Area 4br Luxury Villa Kira with private pool,967,4.1,Unknown,272.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5016634,73.811866,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Candolim 3br Villa Grover with private pool,4387,3.2,Unknown,175.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5153763,73.7760482,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Candolim Area 6br Luxury Villa Velvet with private pool,1493,4.2,Unknown,233.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5059917,73.7886717,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim Area 5br Luxury Villa Infinity with private pool,2204,4.5,Unknown,211.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.4983776,73.8026384,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim Area 3br River View Villa Riviera with private pool,3869,3.3,Unknown,454.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5012577,73.8110127,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Assagao 5br Villa Jasper with two private pools,662,3.8,Unknown,63.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5991053,73.7722992,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Arpora Area 4br Luxury Villa Jamun with private pool,1003,4.6,Unknown,214.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.570116,73.7577555,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim Area 4br Luxury Villa Umami with private pool,4078,4.7,Unknown,486.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.504186,73.7894489,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Assagao Area 3br Luxury Villa Lacob with private pool,285,4.5,Unknown,278.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5821658,73.777249,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Assagao 3br Villa Laolab with private pool,4082,3.9,Unknown,47.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.588897,73.7667433,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Assagao 2br Luxury Villa LaxoB with private pool,4366,4.7,Unknown,407.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.6024302,73.7834847,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Siolim 2br Villa LaviSi with private pool,1880,3.8,Unknown,417.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.6167144,73.7919428,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anjuna 4br Villa Bard with private pool,4499,4.0,Unknown,167.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5893119,73.7447595,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Moira 4br Villa Tropicana with private pool,1204,3.8,Unknown,459.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.6016395,73.8356437,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Income Tax Department Guest House,1991,3.5,Unknown,344.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.522471,73.8299985,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Assagao 5br Luxury Villa Bao with private pool,25,4.8,Unknown,372.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.6042941,73.7529021,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Calangute 6br Luxury Villa with private pool,4496,4.7,Unknown,207.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5331461,73.7605869,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Assagao 4br Villa Ikiro with private pool,3528,3.9,Unknown,97.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5995126,73.771741,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Assagao 4br Luxury Villa Mayaland 2 with private pool,4122,4.2,Unknown,128.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.6028389,73.7948307,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim 2br Villa Vero with private pool,4012,3.8,Unknown,58.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5261285,73.762581,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Candolim 1br Beach Villa Taro,876,3.6,Unknown,303.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5261522,73.7619346,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Candolim 2br Beach Villa Liberty,4399,3.8,Unknown,303.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5260162,73.7619482,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Candolim 2br Beach Villa Gem,939,4.0,Unknown,262.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5259366,73.7619557,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Candolim 2br Beach Villa Ludo,2688,3.7,Unknown,351.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5259135,73.7620478,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Candolim 5br Luxury Villa Bonita with private pool,2395,4.2,Unknown,385.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5130341,73.7684417,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Assagao 5br Luxury Villa Rangoli with private pool,4235,4.6,Unknown,198.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5912927,73.7749644,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim 2br Beach Villa Capri,4614,4.2,Unknown,73.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5258423,73.7619811,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Anjuna 5br Luxury Villa Amigos with private pool,3563,4.4,Unknown,42.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5756559,73.7487884,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Calangute Area 6br Luxury Villa Tranquil with private pool,386,4.4,Unknown,285.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.545597,73.7947816,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Candolim Area 21br Luxury Villa GoaSun with private pool,4000,4.4,Unknown,347.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5120612,73.7840166,Luxury,"Standard Room, Deluxe Room, Suite, Executive Room",100.0,Unknown,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
Parra 2br Villa Good with private pool,4237,3.7,Unknown,448.0,-1.0,Unknown,Unknown,-1.0,4300.0,692.5,Panaji,Goa,Unknown,15.5739223,73.7774486,Budget,"Standard Room, Deluxe Room",100.0,Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
